station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
WYS,2024-05-15 14:55,42.80,42.80,100.00,0.00,0.00,0.00,30.13,M,10.00,M,FEW,M,M,M,900.00,M,M,M,M,M,M,M,M,M,M,42.80,KWYS 151455Z AUTO 00000KT 10SM FEW009 06/06 A3013 RMK AO2,M
WYS,2024-05-15 15:55,46.40,41.00,81.34,0.00,0.00,0.00,30.12,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.40,KWYS 151555Z AUTO 00000KT 10SM CLR 08/05 A3012 RMK AO2,M
WYS,2024-05-15 16:55,50.00,35.60,57.52,0.00,0.00,0.00,30.11,M,10.00,M,FEW,FEW,SCT,M,4100.00,4700.00,6000.00,M,M,M,M,M,M,M,M,50.00,KWYS 151655Z AUTO 00000KT 10SM FEW041 FEW047 SCT060 10/02 A3011 RMK AO2,M
WYS,2024-05-15 17:55,51.80,32.00,46.59,0.00,0.00,0.00,30.11,M,10.00,M,SCT,OVC,M,M,4500.00,5500.00,M,M,M,M,M,M,M,M,M,51.80,KWYS 151755Z AUTO 00000KT 10SM SCT045 OVC055 11/00 A3011 RMK AO2,M
WYS,2024-05-15 18:55,53.60,32.00,43.61,M,5.00,0.00,30.09,M,10.00,12.00,BKN,BKN,BKN,M,5500.00,6500.00,7500.00,M,M,M,M,M,M,M,M,53.60,KWYS 151855Z AUTO VRB05G12KT 10SM BKN055 BKN065 BKN075 12/M00 A3009 RMK AO2,M
WYS,2024-05-15 19:55,55.40,28.40,35.28,0.00,0.00,0.00,30.08,M,10.00,M,FEW,BKN,M,M,6000.00,8000.00,M,M,M,M,M,M,M,M,M,55.40,KWYS 151955Z AUTO 00000KT 10SM FEW060 BKN080 13/M02 A3008 RMK AO2,M
WYS,2024-05-15 20:55,59.00,28.40,30.98,M,4.00,0.00,30.06,M,10.00,15.00,SCT,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 152055Z AUTO VRB04G15KT 10SM SCT070 15/M02 A3006 RMK AO2,M
WYS,2024-05-15 21:55,59.00,28.40,30.98,230.00,8.00,0.00,30.04,M,10.00,17.00,BKN,BKN,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,59.00,KWYS 152155Z AUTO 23008G17KT 10SM BKN070 BKN080 15/M02 A3004 RMK AO2,M
WYS,2024-05-15 22:55,59.00,28.40,30.98,M,6.00,0.00,30.03,M,10.00,12.00,BKN,OVC,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,59.00,KWYS 152255Z AUTO VRB06G12KT 10SM BKN070 OVC080 15/M02 A3003 RMK AO2,M
WYS,2024-05-15 23:55,60.80,28.40,29.06,270.00,8.00,0.00,30.03,M,10.00,M,BKN,OVC,M,M,7500.00,8000.00,M,M,M,M,M,M,M,M,M,60.80,KWYS 152355Z AUTO 27008KT 240V300 10SM BKN075 OVC080 16/M02 A3003 RMK AO2,M
WYS,2024-05-16 00:55,59.00,26.60,28.77,340.00,8.00,0.00,30.04,M,10.00,13.00,BKN,BKN,M,M,7500.00,8500.00,M,M,M,M,M,M,M,M,M,59.00,KWYS 160055Z AUTO 34008G13KT 310V030 10SM BKN075 BKN085 15/M03 A3004 RMK AO2,M
WYS,2024-05-16 01:55,55.40,30.20,37.97,0.00,0.00,0.00,30.03,M,10.00,M,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 160155Z AUTO 00000KT 10SM SCT090 13/M01 A3003 RMK AO2,M
WYS,2024-05-16 02:55,50.00,35.60,57.52,0.00,0.00,0.00,30.03,M,10.00,M,SCT,M,M,M,8500.00,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 160255Z AUTO 00000KT 10SM SCT085 10/02 A3003 RMK AO2,M
WYS,2024-05-16 03:55,44.60,35.60,70.48,190.00,3.00,0.00,30.05,M,10.00,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,43.09,KWYS 160355Z AUTO 19003KT 10SM SCT120 07/02 A3005 RMK AO2,M
WYS,2024-05-16 04:55,42.80,33.80,70.28,220.00,4.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.03,KWYS 160455Z AUTO 22004KT 10SM CLR 06/01 A3005 RMK AO2,M
WYS,2024-05-16 05:55,39.20,33.80,80.79,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,KWYS 160555Z AUTO 00000KT 10SM CLR 04/01 A3004 RMK AO2,M
WYS,2024-05-16 06:55,37.40,35.60,93.14,220.00,3.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.86,KWYS 160655Z AUTO 22003KT 10SM CLR 03/02 A3005 RMK AO2,M
WYS,2024-05-16 07:55,35.60,35.60,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.60,KWYS 160755Z AUTO 00000KT 10SM CLR 02/02 A3004 RMK AO2,M
WYS,2024-05-16 08:55,32.00,32.00,100.00,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.00,KWYS 160855Z AUTO 00000KT 10SM CLR M00/M00 A3003 RMK AO2,M
WYS,2024-05-16 09:55,28.40,28.40,100.00,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KWYS 160955Z AUTO 00000KT 10SM CLR M02/M02 A3003 RMK AO2,M
WYS,2024-05-16 10:55,28.40,28.40,100.00,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KWYS 161055Z AUTO 00000KT 10SM CLR M02/M02 A3003 RMK AO2,M
WYS,2024-05-16 11:55,28.40,28.40,100.00,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KWYS 161155Z AUTO 00000KT 10SM CLR M02/M02 A3003 RMK AO2,M
WYS,2024-05-16 12:55,30.20,30.20,100.00,0.00,0.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.20,KWYS 161255Z AUTO 00000KT 10SM CLR M01/M01 A3004 RMK AO2,M
WYS,2024-05-16 13:55,33.80,33.80,100.00,0.00,0.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.80,KWYS 161355Z AUTO 00000KT 10SM CLR 01/01 A3005 RMK AO2,M
WYS,2024-05-16 14:55,39.20,39.20,100.00,0.00,0.00,0.00,30.03,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.20,KWYS 161455Z AUTO 00000KT 10SM CLR 04/04 A3003 RMK AO2,M
WYS,2024-05-16 15:55,51.80,33.80,50.08,220.00,7.00,0.00,30.00,M,10.00,14.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 161555Z AUTO 22007G14KT 10SM CLR 11/01 A3000 RMK AO2,M
WYS,2024-05-16 16:55,55.40,33.80,43.90,230.00,11.00,0.00,29.99,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 161655Z AUTO 23011KT 10SM CLR 13/01 A2999 RMK AO2,M
WYS,2024-05-16 17:55,59.00,33.80,38.56,240.00,10.00,0.00,29.97,M,10.00,16.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 161755Z AUTO 24010G16KT 220V280 10SM CLR 15/01 A2997 RMK AO2,M
WYS,2024-05-16 18:55,60.80,35.60,38.85,210.00,20.00,0.00,29.95,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KWYS 161855Z AUTO 21020KT 10SM CLR 16/02 A2995 RMK AO2,M
WYS,2024-05-16 19:55,62.60,32.00,31.56,230.00,16.00,0.00,29.93,M,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KWYS 161955Z AUTO 23016G27KT 10SM CLR 17/00 A2993 RMK AO2,M
WYS,2024-05-16 20:55,64.40,35.60,34.22,230.00,17.00,0.00,29.90,M,10.00,28.00,SCT,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,64.40,KWYS 162055Z AUTO 23017G28KT 10SM SCT095 18/02 A2990 RMK AO2,M
WYS,2024-05-16 21:55,64.40,33.80,31.85,220.00,16.00,0.00,29.88,M,10.00,23.00,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,64.40,KWYS 162155Z AUTO 22016G23KT 10SM FEW090 18/01 A2988 RMK AO2,M
WYS,2024-05-16 22:55,62.60,37.40,39.14,220.00,14.00,0.00,29.86,M,10.00,21.00,FEW,FEW,M,M,8000.00,9000.00,M,M,M,M,M,M,M,M,M,62.60,KWYS 162255Z AUTO 22014G21KT 10SM FEW080 FEW090 17/03 A2986 RMK AO2,M
WYS,2024-05-16 23:55,64.40,35.60,34.22,210.00,21.00,0.00,29.84,M,10.00,30.00,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,64.40,KWYS 162355Z AUTO 21021G30KT 10SM FEW080 18/02 A2984 RMK AO2,M
WYS,2024-05-17 00:55,62.60,33.80,33.93,210.00,18.00,0.00,29.83,M,10.00,23.00,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,62.60,KWYS 170055Z AUTO 21018G23KT 10SM FEW090 17/01 A2983 RMK AO2,M
WYS,2024-05-17 01:55,60.80,35.60,38.85,200.00,11.00,0.00,29.82,M,10.00,17.00,BKN,OVC,M,M,10000.00,12000.00,M,M,M,M,M,M,M,M,M,60.80,KWYS 170155Z AUTO 20011G17KT 10SM BKN100 OVC120 16/02 A2982 RMK AO2,M
WYS,2024-05-17 02:55,59.00,32.00,35.87,210.00,17.00,0.00,29.81,M,10.00,22.00,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 170255Z AUTO 21017G22KT 10SM OVC090 15/00 A2981 RMK AO2,M
WYS,2024-05-17 03:55,55.40,32.00,40.84,200.00,13.00,0.00,29.82,M,10.00,M,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 170355Z AUTO 20013KT 10SM FEW095 13/00 A2982 RMK AO2,M
WYS,2024-05-17 04:55,51.80,32.00,46.59,200.00,9.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 170455Z AUTO 20009KT 10SM CLR 11/00 A2983 RMK AO2,M
WYS,2024-05-17 05:55,51.80,32.00,46.59,190.00,8.00,0.00,29.83,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 170555Z AUTO 19008KT 10SM CLR 11/00 A2983 RMK AO2,M
WYS,2024-05-17 06:55,50.00,32.00,49.81,180.00,10.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 170655Z AUTO 18010KT 10SM CLR 10/M00 A2982 RMK AO2,M
WYS,2024-05-17 07:55,48.20,32.00,53.27,230.00,6.00,0.00,29.82,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.04,KWYS 170755Z AUTO 23006KT 10SM CLR 09/00 A2982 RMK AO2,M
WYS,2024-05-17 08:55,46.40,33.80,61.28,210.00,9.00,0.00,29.81,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.42,KWYS 170855Z AUTO 21009KT 10SM CLR 08/01 A2981 RMK AO2,M
WYS,2024-05-17 09:55,44.60,35.60,70.48,230.00,6.00,0.00,29.80,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.71,KWYS 170955Z AUTO 23006KT 10SM CLR 07/02 A2980 RMK AO2,M
WYS,2024-05-17 10:35,42.80,37.40,81.07,210.00,10.00,0.00,29.79,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.51,KWYS 171035Z AUTO 21010KT 10SM CLR 06/03 A2979 RMK AO2,M
WYS,2024-05-17 11:55,42.80,37.40,81.07,160.00,9.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.94,KWYS 171155Z AUTO 16009KT 10SM CLR 06/03 A2977 RMK AO2,M
WYS,2024-05-17 12:55,44.60,35.60,70.48,0.00,0.00,0.00,29.77,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.60,KWYS 171255Z AUTO 00000KT 10SM CLR 07/02 A2977 RMK AO2,M
WYS,2024-05-17 13:55,51.80,37.40,57.77,220.00,15.00,0.00,29.75,M,10.00,21.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 171355Z AUTO 22015G21KT 10SM CLR 11/03 A2975 RMK AO2,M
WYS,2024-05-17 14:55,53.60,37.40,54.07,220.00,21.00,0.00,29.74,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 171455Z AUTO 22021KT 10SM CLR 12/03 A2974 RMK AO2,M
WYS,2024-05-17 15:55,57.20,35.60,44.19,220.00,23.00,0.00,29.74,M,10.00,30.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KWYS 171555Z AUTO 22023G30KT 10SM CLR 14/02 A2974 RMK AO2,M
WYS,2024-05-17 16:55,59.00,33.80,38.56,220.00,25.00,0.00,29.72,M,10.00,30.00,FEW,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,59.00,KWYS 171655Z AUTO 22025G30KT 10SM FEW050 15/01 A2972 RMK AO2,M
WYS,2024-05-17 17:55,57.20,28.40,33.05,230.00,17.00,0.00,29.72,M,10.00,25.00,SCT,BKN,M,M,7500.00,9000.00,M,M,M,M,M,M,M,M,M,57.20,KWYS 171755Z AUTO 23017G25KT 10SM SCT075 BKN090 14/M02 A2972 RMK AO2,M
WYS,2024-05-17 18:55,62.60,23.00,21.79,250.00,12.00,0.00,29.71,M,10.00,18.00,FEW,FEW,FEW,M,5000.00,7000.00,9000.00,M,M,M,M,M,M,M,M,62.60,KWYS 171855Z AUTO 25012G18KT 220V290 10SM FEW050 FEW070 FEW090 17/M05 A2971 RMK AO2,M
WYS,2024-05-17 19:55,60.80,12.20,14.58,240.00,16.00,0.00,29.70,M,10.00,36.00,SCT,SCT,M,M,10000.00,12000.00,M,M,M,M,M,M,M,M,M,60.80,KWYS 171955Z AUTO 24016G36KT 10SM SCT100 SCT120 16/M11 A2970 RMK AO2,M
WYS,2024-05-17 20:55,62.60,8.60,11.65,250.00,14.00,0.00,29.70,M,10.00,27.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KWYS 172055Z AUTO 25014G27KT 230V290 10SM CLR 17/M13 A2970 RMK AO2,M
WYS,2024-05-17 21:55,62.60,8.60,11.65,270.00,14.00,0.00,29.71,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,62.60,KWYS 172155Z AUTO 27014G29KT 230V300 10SM CLR 17/M13 A2971 RMK AO2,M
WYS,2024-05-17 22:55,60.80,8.60,12.42,250.00,13.00,0.00,29.71,M,10.00,25.00,SCT,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,60.80,KWYS 172255Z AUTO 25013G25KT 220V280 10SM SCT110 16/M13 A2971 RMK AO2,M
WYS,2024-05-17 23:55,60.80,5.00,10.55,270.00,18.00,0.00,29.73,M,10.00,35.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.80,KWYS 172355Z AUTO 27018G35KT 230V300 10SM CLR 16/M15 A2973 RMK AO2,M
WYS,2024-05-18 00:55,57.20,8.60,14.12,280.00,11.00,0.00,29.76,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KWYS 180055Z AUTO 28011G26KT 10SM CLR 14/M13 A2976 RMK AO2,M
WYS,2024-05-18 01:55,51.80,15.80,23.65,300.00,8.00,0.00,29.79,M,10.00,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 180155Z AUTO 30008G18KT 240V340 10SM CLR 11/M09 A2979 RMK AO2,M
WYS,2024-05-18 02:55,42.80,14.00,30.68,340.00,13.00,0.00,29.88,M,10.00,20.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.40,KWYS 180255Z AUTO 34013G20KT 10SM CLR 06/M10 A2988 RMK AO2,M
WYS,2024-05-18 03:55,39.20,14.00,35.26,320.00,9.00,0.00,29.94,M,10.00,17.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.47,KWYS 180355Z AUTO 32009G17KT 10SM CLR 04/M10 A2994 RMK AO2,M
WYS,2024-05-18 04:55,37.40,12.20,34.96,M,4.00,0.00,29.97,M,10.00,10.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.73,KWYS 180455Z AUTO VRB04G10KT 10SM CLR 03/M11 A2997 RMK AO2,M
WYS,2024-05-18 05:55,33.80,12.20,40.32,0.00,0.00,0.00,30.00,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.80,KWYS 180555Z AUTO 00000KT 10SM CLR 01/M11 A3000 RMK AO2,M
WYS,2024-05-18 06:55,28.40,12.20,50.17,0.00,0.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KWYS 180655Z AUTO 00000KT 10SM CLR M02/M11 A3001 RMK AO2,M
WYS,2024-05-18 07:55,30.20,12.20,46.62,230.00,7.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,22.59,KWYS 180755Z AUTO 23007KT 10SM CLR M01/M11 A3001 RMK AO2,M
WYS,2024-05-18 08:55,28.40,14.00,54.31,0.00,0.00,0.00,30.02,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,28.40,KWYS 180855Z AUTO 00000KT 10SM CLR M02/M10 A3002 RMK AO2,M
WYS,2024-05-18 09:55,26.60,17.60,68.40,0.00,0.00,0.00,30.02,M,10.00,M,OVC,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,26.60,KWYS 180955Z AUTO 00000KT 10SM OVC100 M03/M08 A3002 RMK AO2,M
WYS,2024-05-18 10:55,30.20,15.80,54.59,220.00,6.00,0.00,30.03,M,10.00,M,OVC,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,23.36,KWYS 181055Z AUTO 22006KT 10SM OVC095 M01/M09 A3003 RMK AO2,M
WYS,2024-05-18 11:55,30.20,15.80,54.59,0.00,0.00,0.00,30.03,M,10.00,M,OVC,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,30.20,KWYS 181155Z AUTO 00000KT 10SM OVC090 M01/M09 A3003 RMK AO2,M
WYS,2024-05-18 12:55,30.20,17.60,59.01,0.00,0.00,0.00,30.04,M,10.00,M,OVC,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,30.20,KWYS 181255Z AUTO 00000KT 10SM OVC080 M01/M08 A3004 RMK AO2,M
WYS,2024-05-18 13:55,37.40,14.00,37.84,220.00,6.00,0.00,30.05,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.03,KWYS 181355Z AUTO 22006KT 10SM CLR 03/M10 A3005 RMK AO2,M
WYS,2024-05-18 14:55,41.00,14.00,32.88,M,5.00,0.00,30.04,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.08,KWYS 181455Z AUTO VRB05KT 10SM CLR 05/M10 A3004 RMK AO2,M
WYS,2024-05-18 15:55,44.60,14.00,28.64,220.00,10.00,0.00,30.03,M,10.00,19.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.77,KWYS 181555Z AUTO 22010G19KT 10SM CLR 07/M10 A3003 RMK AO2,M
WYS,2024-05-18 16:55,44.60,14.00,28.64,210.00,16.00,0.00,30.02,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.84,KWYS 181655Z AUTO 21016G24KT 10SM CLR 07/M10 A3002 RMK AO2,M
WYS,2024-05-18 17:55,48.20,14.00,24.99,210.00,15.00,0.00,30.01,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.78,KWYS 181755Z AUTO 21015KT 10SM CLR 09/M10 A3001 RMK AO2,M
WYS,2024-05-18 18:55,50.00,14.00,23.37,240.00,12.00,0.00,29.99,M,10.00,25.00,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 181855Z AUTO 24012G25KT 10SM FEW070 10/M10 A2999 RMK AO2,M
WYS,2024-05-18 19:55,53.60,15.80,22.13,210.00,15.00,0.00,29.96,M,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 181955Z AUTO 21015KT 10SM FEW080 12/M09 A2996 RMK AO2,M
WYS,2024-05-18 20:55,53.60,17.60,23.93,240.00,19.00,0.00,29.94,M,10.00,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 182055Z AUTO 24019G29KT 10SM CLR 12/M08 A2994 RMK AO2,M
WYS,2024-05-18 21:55,55.40,15.80,20.73,210.00,27.00,0.00,29.91,M,10.00,39.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 182155Z AUTO 21027G39KT 10SM CLR 13/M09 A2991 RMK AO2,M
WYS,2024-05-18 22:55,57.20,19.40,22.68,220.00,15.00,0.00,29.91,M,10.00,26.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.20,KWYS 182255Z AUTO 22015G26KT 210V270 10SM CLR 14/M07 A2991 RMK AO2,M
WYS,2024-05-18 23:55,55.40,15.80,20.73,230.00,15.00,0.00,29.89,M,10.00,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,55.40,KWYS 182355Z AUTO 23015G24KT 10SM CLR 13/M09 A2989 RMK AO2,M
WYS,2024-05-19 00:55,53.60,19.40,25.85,210.00,9.00,0.00,29.87,M,10.00,14.00,FEW,M,M,M,9500.00,M,M,M,M,M,M,M,M,M,M,53.60,KWYS 190055Z AUTO 21009G14KT 10SM FEW095 12/M07 A2987 RMK AO2,M
WYS,2024-05-19 01:55,51.80,23.00,32.17,200.00,4.00,0.00,29.86,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,51.80,KWYS 190155Z AUTO 20004KT 10SM BKN100 11/M05 A2986 RMK AO2,M
WYS,2024-05-19 02:55,48.20,24.80,39.66,210.00,4.00,0.00,29.85,M,10.00,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,46.34,KWYS 190255Z AUTO 21004KT 10SM CLR 09/M04 A2985 RMK AO2,M
WYS,2024-05-19 03:55,50.00,21.20,31.87,220.00,8.00,0.00,29.85,M,10.00,M,OVC,M,M,M,11000.00,M,M,M,M,M,M,M,M,M,M,50.00,KWYS 190355Z AUTO 22008KT 10SM OVC110 10/M06 A2985 RMK AO2,M
WYS,2024-05-19 04:55,48.20,23.00,36.78,200.00,4.00,0.00,29.86,M,10.00,M,FEW,OVC,M,M,7000.00,9500.00,M,M,M,M,M,M,M,M,M,46.34,KWYS 190455Z AUTO 20004KT 10SM FEW070 OVC095 09/M05 A2986 RMK AO2,M
WYS,2024-05-19 05:55,46.40,23.00,39.36,200.00,10.00,0.00,29.85,M,10.00,M,SCT,OVC,M,M,7500.00,9500.00,M,M,M,M,M,M,M,M,M,41.03,KWYS 190555Z AUTO 20010KT 10SM SCT075 OVC095 08/M05 A2985 RMK AO2,M
WYS,2024-05-19 06:55,48.20,23.00,36.78,200.00,8.00,0.00,29.84,M,10.00,M,FEW,FEW,OVC,M,4900.00,6500.00,7500.00,M,M,M,M,M,M,M,M,44.07,KWYS 190655Z AUTO 20008KT 10SM FEW049 FEW065 OVC075 09/M05 A2984 RMK AO2,M
WYS,2024-05-19 07:55,46.40,23.00,39.36,190.00,6.00,0.00,29.84,M,10.00,M,FEW,BKN,OVC,M,6000.00,7000.00,8000.00,M,M,M,M,M,M,M,M,42.87,KWYS 190755Z AUTO 19006KT 10SM FEW060 BKN070 OVC080 08/M05 A2984 RMK AO2,M
WYS,2024-05-19 08:55,44.60,26.60,48.96,220.00,3.00,0.00,29.81,M,10.00,M,OVC,M,M,M,7500.00,M,M,M,M,M,M,M,M,M,M,43.09,KWYS 190855Z AUTO 22003KT 10SM OVC075 07/M03 A2981 RMK AO2,M
WYS,2024-05-19 09:55,44.60,24.80,45.44,80.00,6.00,0.00,29.80,M,10.00,12.00,FEW,BKN,OVC,M,6000.00,7500.00,8500.00,M,M,M,M,M,M,M,M,40.71,KWYS 190955Z AUTO 08006G12KT 10SM FEW060 BKN075 OVC085 07/M04 A2980 RMK AO2,M
WYS,2024-05-19 10:55,42.80,28.40,56.48,120.00,5.00,0.00,29.79,M,10.00,M,SCT,BKN,OVC,M,6500.00,7500.00,9000.00,M,M,M,M,M,M,M,M,39.22,KWYS 191055Z AUTO 12005KT 10SM SCT065 BKN075 OVC090 06/M02 A2979 RMK AO2,M
WYS,2024-05-19 11:55,41.00,30.20,65.16,0.00,0.00,0.00,29.78,M,10.00,M,BKN,OVC,M,M,8000.00,9000.00,M,M,M,M,M,M,M,M,M,41.00,KWYS 191155Z AUTO 00000KT 10SM BKN080 OVC090 05/M01 A2978 RMK AO2,M
WYS,2024-05-19 12:55,37.40,30.20,74.98,0.00,0.00,0.00,29.78,M,10.00,M,BKN,M,M,M,10000.00,M,M,M,M,M,M,M,M,M,M,37.40,KWYS 191255Z AUTO 00000KT 10SM BKN100 03/M01 A2978 RMK AO2,M
WYS,2024-05-19 13:55,46.40,28.40,49.24,210.00,15.00,0.00,29.79,M,10.00,20.00,FEW,SCT,M,M,9000.00,11000.00,M,M,M,M,M,M,M,M,M,39.45,KWYS 191355Z AUTO 21015G20KT 10SM FEW090 SCT110 08/M02 A2979 RMK AO2,M
WYS,2024-05-19 14:55,48.20,23.00,36.78,250.00,11.00,0.00,29.81,M,10.00,17.00,SCT,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,42.94,KWYS 191455Z AUTO 25011G17KT 10SM SCT090 09/M05 A2981 RMK AO2,M
WYS,2024-05-19 15:55,46.40,23.00,39.36,240.00,12.00,0.00,29.85,M,10.00,18.00,SCT,SCT,M,M,8000.00,9500.00,M,M,M,M,M,M,M,M,M,40.33,KWYS 191555Z AUTO 24012G18KT 10SM SCT080 SCT095 08/M05 A2985 RMK AO2,M
WYS,2024-05-19 16:55,44.60,23.00,42.14,250.00,8.00,0.00,29.88,M,10.00,15.00,OVC,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,39.63,KWYS 191655Z AUTO 25008G15KT 10SM OVC060 07/M05 A2988 RMK AO2,M
WYS,2024-05-19 17:55,46.40,21.20,36.48,270.00,9.00,0.00,29.91,M,10.00,22.00,BKN,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,41.42,KWYS 191755Z AUTO 27009G22KT 240V320 10SM BKN060 08/M06 A2991 RMK AO2,M
